"varname","simulation","year","mean_biomass"
"Eup","ssp245",2094,9.72210081312584
"Eup","ssp245",2095,8.45359742064062
"Eup","ssp245",2096,9.80765659180163
"Eup","ssp245",2097,10.5516566054495
"Eup","ssp245",2098,8.08203019513432
"Eup","ssp245",2099,10.7106720187131
"Eup","ssp585",1980,10.8129431280969
"Eup","ssp585",1981,8.51199153835723
"Eup","ssp585",1982,7.18863795578113
"Eup","ssp585",1983,8.61254413527253
"Eup","ssp585",1984,8.52890432120845
"Eup","ssp585",1985,9.30644844349368
"Eup","ssp585",1986,9.40254012678978
"Eup","ssp585",1987,9.23405120889232
"Eup","ssp585",1988,9.56560131395885
"Eup","ssp585",1989,8.21776020811752
"Eup","ssp585",1990,9.79319129942926
"Eup","ssp585",1991,10.1841801088167
"Eup","ssp585",1992,10.3342097609203
"Eup","ssp585",1993,9.82624477511715
"Eup","ssp585",1994,9.71455191663171
"Eup","ssp585",1995,9.71819416145733
"Eup","ssp585",1996,9.00154743008213
"Eup","ssp585",1997,8.70700358444908
"Eup","ssp585",1998,7.79364043202923
"Eup","ssp585",1999,7.45423717718806
"Eup","ssp585",2000,9.03265655304293
"Eup","ssp585",2001,9.94544529374942
"Eup","ssp585",2002,10.1362417818326
"Eup","ssp585",2003,10.3572127905595
"Eup","ssp585",2004,8.37261979289149
"Eup","ssp585",2005,8.79714294991815
"Eup","ssp585",2006,8.89400617698382
"Eup","ssp585",2007,8.55664035487654
"Eup","ssp585",2008,9.69039577116464
"Eup","ssp585",2009,9.85918678517934
"Eup","ssp585",2010,9.3219938488783
"Eup","ssp585",2011,8.59268350456401
"Eup","ssp585",2012,9.33542371208117
"Eup","ssp585",2013,9.03288177001066
"Eup","ssp585",2014,10.3869338104869
"Eup","ssp585",2015,7.89605821541189
"Eup","ssp585",2016,9.37196830679454
"Eup","ssp585",2017,8.38882878352357
"Eup","ssp585",2018,8.96509761676342
"Eup","ssp585",2019,9.45223406939524
"Eup","ssp585",2020,9.51099138492296
"Eup","ssp585",2021,10.3973528486756
"Eup","ssp585",2022,10.6832152293965
"Eup","ssp585",2023,10.5944777086741
"Eup","ssp585",2024,11.5472239350309
"Eup","ssp585",2025,10.9880983223713
"Eup","ssp585",2026,11.2171964922786
"Eup","ssp585",2027,9.25446237451559
"Eup","ssp585",2028,11.0001033876338
"Eup","ssp585",2029,8.2780129211115
"Eup","ssp585",2030,9.77048508895924
"Eup","ssp585",2031,8.56207998639847
"Eup","ssp585",2032,9.77999472226146
"Eup","ssp585",2033,9.88948339633544
"Eup","ssp585",2034,9.27125793757372
"Eup","ssp585",2035,11.0310280994655
"Eup","ssp585",2036,11.3377379859898
"Eup","ssp585",2037,10.4739762184291
"Eup","ssp585",2038,9.69708351628252
"Eup","ssp585",2039,10.0411695166785
"Eup","ssp585",2040,12.0502315835369
"Eup","ssp585",2041,10.3650380521614
"Eup","ssp585",2042,11.2242269611973
