node,wgoa_group_name,common_name,scientific_name
69,Sessile epifauna,orange actinistolid,Sicyonis sp. A (Clark 2006)
69,Sessile epifauna,tumbling anemone,NA
69,Sessile epifauna,NA,Hormathiidae
69,Sessile epifauna,pink hormathiid anemone,NA
69,Sessile epifauna,orange zooanthid,Epizoanthus scotinus
69,Sessile epifauna,NA,Zoanthus sp.
69,Sessile epifauna,stony coral,Scleractinia
69,Sessile epifauna,cup corals,Caryophylliidae
69,Sessile epifauna,tan trumpet coral,Flabellum sp. A (Clark 2006)
69,Sessile epifauna,flabellid trumpet corals,Flabellidae
69,Sessile epifauna,Aleutian trumpet coral,Javania borealis
69,Sessile epifauna,slender trumpet coral,Javania cailleti
69,Sessile epifauna,NA,Javania sp.
69,Sessile epifauna,NA,Desmophyllum dianthus
69,Sessile epifauna,cup coral,Crispatotrochus foxi
69,Sessile epifauna,NA,Caryophyllia sp.
69,Sessile epifauna,NA,Caryophyllia sp. A
69,Sessile epifauna,brown cup coral,Caryophyllia arnoldi
69,Sessile epifauna,Alaska cup coral,Caryophyllia alaskensis
69,Sessile epifauna,stylasterid corals,Stylasteridae
69,Sessile epifauna,hydrocoral,Stylasterina
69,Sessile epifauna,NA,Stylaster sp.
69,Sessile epifauna,NA,Stylaster verrilli
69,Sessile epifauna,rough orange hydrocoral,Stylaster brochi
69,Sessile epifauna,NA,Stylaster cancellatus
69,Sessile epifauna,smooth tube hydrocoral,Stylaster elassotomus
69,Sessile epifauna,NA,Stylaster polyorchis
69,Sessile epifauna,NA,Crypthelia trophostega
69,Sessile epifauna,NA,Stylaster campylecus
69,Sessile epifauna,NA,Crypthelia sp.
69,Sessile epifauna,NA,Stylaster moseleyana
69,Sessile epifauna,NA,Cyclohelia lamellata
69,Sessile epifauna,NA,Cyclohelia sp.
69,Sessile epifauna,undulate-fan hydrocoral,Errinopora undulata
69,Sessile epifauna,Alaskan hydrocoral,Stylaster alaskanus
69,Sessile epifauna,NA,Stylaster stejnegeri
69,Sessile epifauna,NA,Stylaster venustus
69,Sessile epifauna,undulate hydrocoral,Stylaster repandus
69,Sessile epifauna,NA,Stylaster parageus
69,Sessile epifauna,NA,Stylantheca petrograpta
69,Sessile epifauna,NA,Stylaster trachystomus
69,Sessile epifauna,NA,Stenohelia sp.
69,Sessile epifauna,thick lamellar hydrocoral,Stylaster sp. B (Clark 2006)
69,Sessile epifauna,NA,Distichopora sp.
69,Sessile epifauna,NA,Distichopora borealis
69,Sessile epifauna,NA,Corymorpha groenlandica
69,Sessile epifauna,NA,Isidella tentaculum
69,Sessile epifauna,NA,Thouarella trilineata
69,Sessile epifauna,NA,Thouarella sp. 1 (Bayer et al.)
69,Sessile epifauna,NA,Thouarella sp. 2 (Bayer et al.)
69,Sessile epifauna,NA,Thouarella sp. 3 (Bayer et al.)
69,Sessile epifauna,NA,Thouarella sp. 4 (Bayer et al.)
69,Sessile epifauna,bushy coral,Plumarella superba
69,Sessile epifauna,foliate hydrocoral,Errinopora disticha
69,Sessile epifauna,pale-edged hydrocoral,Errinopora sp. B (Clark 2006)
69,Sessile epifauna,enigmatic hydrocoral,Errinopora sp. C (Clark 2006)
69,Sessile epifauna,NA,Errinopora pourtalesi
69,Sessile epifauna,NA,Errinopora zarhyncha
69,Sessile epifauna,NA,Errinopora sp.
69,Sessile epifauna,NA,Errinopora nanneca
69,Sessile epifauna,NA,Plumarella sp.
69,Sessile epifauna,bamboo coral,Isididae
69,Sessile epifauna,articulated bamboo coral,Isidella sp.
69,Sessile epifauna,feathery Plumarella,Plumarella sp. 1 (Bayer)
69,Sessile epifauna,NA,Thouarella sp.
69,Sessile epifauna,nodal bamboo coral,Keratoisis sp.
69,Sessile epifauna,NA,Fanellia sp.
69,Sessile epifauna,NA,Fanellia compressa
69,Sessile epifauna,NA,Fanellia fraseri
69,Sessile epifauna,NA,Muriceides nigra
69,Sessile epifauna,NA,Muriceides sp.
69,Sessile epifauna,NA,Amphilaphis sp.
69,Sessile epifauna,pale Plumarella,Plumarella sp. A
69,Sessile epifauna,pinnate Plumarella,Plumarella sp. B
69,Sessile epifauna,loose-branched Plumarella,Plumarella nuttingi
69,Sessile epifauna,NA,Arthrogorgia sp.
69,Sessile epifauna,NA,Arthrogorgia utinomi
69,Sessile epifauna,NA,Acanthogorgia sp.
69,Sessile epifauna,Aleutian Plumarella,Plumarella aleutiana
69,Sessile epifauna,NA,Plumarella echinata
69,Sessile epifauna,NA,Plumarella hapala
69,Sessile epifauna,spiny Plumarella,Plumarella sp. D
69,Sessile epifauna,NA,Anthothela grandiflora
69,Sessile epifauna,bottlebrush coral,Thouarella cristata
69,Sessile epifauna,NA,Primnoa wingi
69,Sessile epifauna,NA,Primnoa sp. 1 (Clark 2006)
69,Sessile epifauna,NA,Plumarella spicata
69,Sessile epifauna,NA,Lepidisis sp.
69,Sessile epifauna,NA,Plumarella robusta
69,Sessile epifauna,NA,Arthrogorgia otsukai
69,Sessile epifauna,NA,Arthrogorgia kinoshitai
69,Sessile epifauna,NA,Acanthogorgiidae
69,Sessile epifauna,NA,Errinopora fisheri
69,Sessile epifauna,NA,Errinopora dichotoma
69,Sessile epifauna,NA,Stylaster crassiseptum
69,Sessile epifauna,NA,Stylaster leptostylus
69,Sessile epifauna,NA,Cirripedia
69,Sessile epifauna,barnacle,Thoracica
69,Sessile epifauna,pelagic gooseneck barnacle,Lepas sp.
69,Sessile epifauna,NA,Litoscalpellum ursum
69,Sessile epifauna,NA,Balanus sp.
69,Sessile epifauna,NA,Balanus balanus
69,Sessile epifauna,giant barnacle,Chirona evermanni
69,Sessile epifauna,crab barnacle,Balanus hesperius
69,Sessile epifauna,beaked barnacle,Balanus rostratus
69,Sessile epifauna,NA,Balanus nubilus
69,Sessile epifauna,NA,Balanus crenatus
69,Sessile epifauna,thatched barnacle,Semibalanus cariosus
69,Sessile epifauna,NA,Scalpellum sp.
69,Sessile epifauna,eared barnacle,Scalpellum cornutum
69,Sessile epifauna,Columbian barnacle,Hamatoscalpellum columbianum
69,Sessile epifauna,mussel,Mytilidae
69,Sessile epifauna,northern horsemussel,Modiolus modiolus
69,Sessile epifauna,NA,Mytilus sp.
69,Sessile epifauna,California mussel,Mytilus californianus
69,Sessile epifauna,foolish mussel,Mytilus trossulus
69,Sessile epifauna,blue mussel,Mytilus edulis
69,Sessile epifauna,sponge,Porifera
69,Sessile epifauna,hairy lemon sponge,NA
69,Sessile epifauna,vase sponge,NA
69,Sessile epifauna,NA,Demospongiae
69,Sessile epifauna,NA,Haliclona sp.
69,Sessile epifauna,NA,Suberites sp.
69,Sessile epifauna,NA,Suberites ficus
69,Sessile epifauna,wax sponge,Suberites sp. A (Clark 2006)
69,Sessile epifauna,peach sponge,Pseudosuberites montiniger
69,Sessile epifauna,stinky sponge,Suberites montalbidus
69,Sessile epifauna,hermit sponge,Suberites domuncula
69,Sessile epifauna,clay pipe sponge,Aphrocallistes vastus
69,Sessile epifauna,goblet sponge,Heterochone calyx
69,Sessile epifauna,crusty tube sponge,Heterochone tenera
69,Sessile epifauna,NA,Rhabdocalyptus mirabilis
69,Sessile epifauna,NA,Phakellia sp.
69,Sessile epifauna,NA,Mycale sp.
69,Sessile epifauna,tree sponge,Mycale loveni
69,Sessile epifauna,red mycale,Mycale sp. A (Clark 2006)
69,Sessile epifauna,smooth scallop sponge,Mycale adhaerens
69,Sessile epifauna,NA,Geodiidae
69,Sessile epifauna,soccer ball sponge,Geodia mesotriaena
69,Sessile epifauna,NA,Geodia sp.
69,Sessile epifauna,NA,Acanthascus sp.
69,Sessile epifauna,NA,Halichondria sp.
69,Sessile epifauna,barrel sponge,Halichondria panicea
69,Sessile epifauna,neon yellow vase sponge,NA
69,Sessile epifauna,spiny vase sponge,Leucandra heathi
69,Sessile epifauna,cloud sponge,Rhabdocalyptus sp.
69,Sessile epifauna,lampshade sponge,Mycale bellabellensis
69,Sessile epifauna,brain sponge,NA
69,Sessile epifauna,funnel sponge,NA
69,Sessile epifauna,scapula sponge,Stelodoryx oxeata
69,Sessile epifauna,cat-o-nine-tails sponge,Semisuberites cribrosa
69,Sessile epifauna,scallop sponge,Myxilla parasitica
69,Sessile epifauna,sulfur sponge,Myxilla lacunosa
69,Sessile epifauna,soft brown sponge,Crella brunnea
69,Sessile epifauna,hat sponge,Echinoclathria beringensis
69,Sessile epifauna,firm finger sponge,Axinella blanca
69,Sessile epifauna,mushroom sponge,Pachastrellidae sp. 1
69,Sessile epifauna,spud sponge,Histodermella kagigunensis
69,Sessile epifauna,club sponge,Tedania kagalaskai
69,Sessile epifauna,yellow leafy sponge,Monanchora pulchra
69,Sessile epifauna,ball sponge,Tethya sp.
69,Sessile epifauna,fiber optic sponge,Hyalonema sp.
69,Sessile epifauna,staghorn sponge,NA
69,Sessile epifauna,orange ball sponge,NA
69,Sessile epifauna,NA,Leucosolenia sp.
69,Sessile epifauna,NA,Polymastia sp.
69,Sessile epifauna,orange nipple-ball sponge,Polymastia pacifica
69,Sessile epifauna,orange sponge,NA
69,Sessile epifauna,yellow bowl sponge,NA
69,Sessile epifauna,black-orange spud sponge,Polymastia pachymastia
69,Sessile epifauna,black papillate sponge,NA
69,Sessile epifauna,yellow green papillate sponge,NA
69,Sessile epifauna,yellow papillate sponge,NA
69,Sessile epifauna,orange nipple ball sponge,Polymastia sp. B (Clark 2006)
69,Sessile epifauna,orange encrusting sponge,NA
69,Sessile epifauna,firm yellow green sponge,NA
69,Sessile epifauna,hairy vase sponge,Leucandra sp. A (Clark 2006)
69,Sessile epifauna,trumpet sponge,Mycale carlilei
69,Sessile epifauna,NA,Leucandra tuba
69,Sessile epifauna,orange finger sponge,Isodictya rigida
69,Sessile epifauna,rough hat sponge,Cladocroce attu
69,Sessile epifauna,orange papillate sponge,NA
69,Sessile epifauna,NA,Neoesperiopsis sp.
69,Sessile epifauna,cheesestick sponge,Esperiopsis flagrum
69,Sessile epifauna,soft finger sponge,NA
69,Sessile epifauna,slimy kelp sponge,Mycale tylota
69,Sessile epifauna,slimy antler sponge,NA
69,Sessile epifauna,NA,Leucandra sp.
69,Sessile epifauna,NA,Myxilla pedunculata
69,Sessile epifauna,NA,Cladocroce kiska
69,Sessile epifauna,pita sponge,Geodia starki
69,Sessile epifauna,NA,Phorbas paucistylifer
69,Sessile epifauna,yellow ball sponge,Inflatella globosa
69,Sessile epifauna,angel-hair vase sponge,Acanthascus sp. A
69,Sessile epifauna,thin-lipped vase sponge,Acanthascus sp. B
69,Sessile epifauna,stone sponge,Stelletta sp.
69,Sessile epifauna,NA,Leucilla nuttingi
69,Sessile epifauna,cotton ball sponge,Amphilectus lobatus
69,Sessile epifauna,Flugel nippled sponge,Polymastia fluegeli
69,Sessile epifauna,long nippled sponge,Polymastia robusta
69,Sessile epifauna,pale mammilated sponge,Weberella bursa
69,Sessile epifauna,prolific nipple sponge,Polymastia sp. A (Clark 2006)
69,Sessile epifauna,red nipple sponge,Polymastia sp. C (Clark 2006)
69,Sessile epifauna,NA,Phorbas sp.
69,Sessile epifauna,fuzzy cratered sponge,Vulcanella sp. 1
69,Sessile epifauna,NA,Vulcanella sp.
69,Sessile epifauna,two nipple sponge,Tentorium semisuberites
69,Sessile epifauna,tennis ball sponge,Craniella villosa
69,Sessile epifauna,NA,Ancorina buldira
69,Sessile epifauna,NA,Rhabdocalyptus dawsoni
69,Sessile epifauna,NA,Stelodoryx jamesorri
69,Sessile epifauna,NA,Stelodoryx strongyloxeata
69,Sessile epifauna,hairy urn sponge,Sycon compactum
69,Sessile epifauna,stalked ball sponge,Oscarella lobularis
69,Sessile epifauna,slender stalked sponge,Stylocordyla borealis
69,Sessile epifauna,NA,Stylocordyla eous
69,Sessile epifauna,lollypop sponge,Stylocordyla sp.
69,Sessile epifauna,white convoluted sponge,Plakina tanaga
69,Sessile epifauna,red convoluted sponge,Plakina atka
69,Sessile epifauna,rough bread crumb sponge,Tedania dirhaphis
69,Sessile epifauna,NA,Tedania sp.
69,Sessile epifauna,NA,Latrunculia velera
69,Sessile epifauna,NA,Latrunculia sp.
69,Sessile epifauna,green papillate sponge,Latrunculia oparinae
69,Sessile epifauna,smooth green sponge,Latrunculia sp. B (Clark 2006)
69,Sessile epifauna,coalescent finger sponge,Hymeniacidon assimilis
69,Sessile epifauna,firm gray sponge,Axinella sp.
69,Sessile epifauna,NA,Axinella rugosa
69,Sessile epifauna,NA,Tretodictyum sp.
69,Sessile epifauna,NA,Melonanchora globogilva
69,Sessile epifauna,Alaskan lobed sponge,Stelodoryx alaskensis
69,Sessile epifauna,fuzzy tree sponge,Echinoclathria sp. A (Clark 2006)
69,Sessile epifauna,NA,Echinoclathria sp.
69,Sessile epifauna,ginseng sponge,Halichondria oblonga
69,Sessile epifauna,NA,Cladorhizidae
69,Sessile epifauna,carnivorous cattail sponge,Chondrocladia gigantea
69,Sessile epifauna,fuzzy sponge,Asbestopluma sp. A (Clark 2006)
69,Sessile epifauna,NA,Asbestopluma ramosa
69,Sessile epifauna,lattice sponge,Cornulum clathriata
69,Sessile epifauna,NA,Isodictya sp.
69,Sessile epifauna,prickly pear sponge,Isodictya palmata
69,Sessile epifauna,lobed tree sponge,Chondrocladia concrescens
69,Sessile epifauna,NA,Monanchora alaskensis
69,Sessile epifauna,NA,Halichondria sitiens
69,Sessile epifauna,NA,Monanchora laminachela
69,Sessile epifauna,NA,"Haliclona sp. 2 (Stone et al., 2011)"
69,Sessile epifauna,NA,Haliclona digitata
69,Sessile epifauna,NA,Artemisina sp.
69,Sessile epifauna,NA,Artemisina arcigera
69,Sessile epifauna,NA,Artemisina amlia
69,Sessile epifauna,stipitata,Artemisina stipitata
69,Sessile epifauna,NA,Cladocroce ventilabrum
69,Sessile epifauna,NA,Cladocroce infundibulum
69,Sessile epifauna,NA,Haliclona primitiva
69,Sessile epifauna,NA,Haliclona bucina
69,Sessile epifauna,NA,Biemna sp.
69,Sessile epifauna,glass sponge,Hexactinellida
69,Sessile epifauna,NA,Staurocalyptus sp.
69,Sessile epifauna,NA,Geodinella sp.
69,Sessile epifauna,calcareous finger sponge,Geodinella lendenfeldi
69,Sessile epifauna,vase sponge,Aulosaccus schulzei
69,Sessile epifauna,NA,Farrea sp.
69,Sessile epifauna,Bering lace sponge,Farrea beringiana
69,Sessile epifauna,NA,Farrea occa
69,Sessile epifauna,lacy basket sponge,Regadrella okinoseana
69,Sessile epifauna,erect sponge morphotype,Porifera erect
69,Sessile epifauna,encrusting sponge morphotype,Porifera encrusting
69,Sessile epifauna,ball sponge morphotype,Porifera ball
69,Sessile epifauna,tubular sponge morphotype,Porifera tubular
69,Sessile epifauna,bryozoan sp.,NA
69,Sessile epifauna,fluffy sponge,NA
69,Sessile epifauna,lattice-work bryozoan,Phidolopora pacifica
69,Sessile epifauna,NA,Bugula sp.
69,Sessile epifauna,NA,Bugula pacifica
69,Sessile epifauna,feathery bryozoan,Eucratea loricata
69,Sessile epifauna,leafy bryozoan,Flustra serrulata
69,Sessile epifauna,NA,Carbasea sp.
69,Sessile epifauna,NA,Tegella magnipora
69,Sessile epifauna,NA,Flustrellidra corniculata
69,Sessile epifauna,fruit leather bryozoan,Alcyonidium pedunculatum
69,Sessile epifauna,medusa bryozoan,Alcyonidium sp. A
69,Sessile epifauna,NA,Alcyonidium sp.
69,Sessile epifauna,disc bryozoan,Alcyonidium disciforme
69,Sessile epifauna,NA,Myriapora subgracilis
69,Sessile epifauna,noodle bryozoan,Alcyonidium enteromorpha
69,Sessile epifauna,NA,Idmidronea sp.
69,Sessile epifauna,flattened bryozoan,Porella compressa
69,Sessile epifauna,NA,Porella sp.
69,Sessile epifauna,NA,Escharopsis sarsi
69,Sessile epifauna,ribbed bryozoan,Rhamphostomella costata
69,Sessile epifauna,NA,Hippoporina insculpta
69,Sessile epifauna,NA,Hippodiplosia sp.
69,Sessile epifauna,coral bryozoan,Celleporina ventricosa
69,Sessile epifauna,NA,Celleporina sp.
69,Sessile epifauna,tubular bryozoan,Tubulipora sp.
69,Sessile epifauna,NA,Membranipora sp.
69,Sessile epifauna,NA,Microporina articulata
69,Sessile epifauna,NA,Microporina sp.
69,Sessile epifauna,lampshell,Brachiopoda
69,Sessile epifauna,NA,Terebratulina sp.
69,Sessile epifauna,common brachiopod,Terebratalia transversa
69,Sessile epifauna,Hall lamp shell,Frieleia halli
69,Sessile epifauna,snakeshead brachiopod,Terebratulina unguicula
69,Sessile epifauna,California lamp shell,Laqueus californianus
69,Sessile epifauna,Vancouver lampshell,Laqueus vancouverensis
69,Sessile epifauna,black brachiopod,Hemithiris psittacea
69,Sessile epifauna,tunicate,Ascidiacea
69,Sessile epifauna,cow-eye tunicate,Ascidian n. sp. A
69,Sessile epifauna,pineapple tunicate,NA
69,Sessile epifauna,NA,Pelonaia corrugata
69,Sessile epifauna,NA,Styela sp.
69,Sessile epifauna,sea potato,Styela rustica
69,Sessile epifauna,Aleutian long-stalked tunicate,Styela sp. A (Clark 2006)
69,Sessile epifauna,hexagonal tunicate,Styela sp. B (Clark 2006)
69,Sessile epifauna,NA,Dendrodoa aggregata
69,Sessile epifauna,NA,Boltenia sp.
69,Sessile epifauna,NA,Boltenia villosa
69,Sessile epifauna,NA,Boltenia ecinata
69,Sessile epifauna,sea onion,Boltenia ovifera
69,Sessile epifauna,polycitorid tunicates,Polycitoridae
69,Sessile epifauna,sea peach,Halocynthia sp.
69,Sessile epifauna,bristly tunicate,Halocynthia igaboja
69,Sessile epifauna,sea peach,Halocynthia aurantium
69,Sessile epifauna,broad base tunicate,Cnemidocarpa finmarkiensis
69,Sessile epifauna,wrinkled tunicate,Pyura haustor
69,Sessile epifauna,NA,Pyura sp.
69,Sessile epifauna,NA,Distaplia sp.
69,Sessile epifauna,globular ascidian,Distaplia occidentalis
69,Sessile epifauna,paddle ascidian,Distaplia smithi
69,Sessile epifauna,peach ascidian,Distaplia sp. A (Clark 2006)
69,Sessile epifauna,california sea pork,Aplidium californicum
69,Sessile epifauna,NA,Botrylloides sp.
69,Sessile epifauna,golden star ascidian,Botryllus schlosseri
69,Sessile epifauna,compound ascidian,NA
69,Sessile epifauna,NA,Amaroucium sp.
69,Sessile epifauna,sand-grain imbedded ascidian,Amaroucium soldatovi
69,Sessile epifauna,cionid tunicates,Cionidae
69,Sessile epifauna,NA,Corella willmeriana
69,Sessile epifauna,corellid tunicates,Corellidae
69,Sessile epifauna,NA,Chelyosoma orientale
69,Sessile epifauna,sea glob,Aplidium sp. A (Clark 2006)
69,Sessile epifauna,orange Aplidium,Aplidium n. sp. A
69,Sessile epifauna,NA,Aplidium sp.
69,Sessile epifauna,NA,Trididemnum sp.
69,Sessile epifauna,sea blob,Synoicum sp.
69,Sessile epifauna,purple-gray ascidian,Trididemnum opacum
69,Sessile epifauna,glassy tunicate,Ascidia paratropa
69,Sessile epifauna,NA,Ciona savignyi
69,Sessile epifauna,hairy tunicate,Halocynthia hispidus
69,Sessile epifauna,NA,Didemnidae
69,Sessile epifauna,brown leafy compound tunicate,NA
69,Sessile epifauna,disc-top tunicate,Chelyosoma productum
69,Sessile epifauna,NA,Chelyosoma macleayanum
69,Sessile epifauna,NA,Polyclinum planum
69,Sessile epifauna,NA,Molgula sp.
69,Sessile epifauna,NA,Molgula citrina
69,Sessile epifauna,sea grape,Molgula griffithsii
69,Sessile epifauna,sea clod,Molgula retortiformis
69,Sessile epifauna,neon yellow ascidian,NA
69,Sessile epifauna,baseball sponge,Craniella craniana
69,Sessile epifauna,furry ball sponge,Craniella spinosa
69,Sessile epifauna,spiky ball sponge,Craniella sputnika
69,Sessile epifauna,knobby ball sponge,Craniella sp. B
69,Sessile epifauna,spiny ball sponge,Craniella sigmoancoratum
69,Sessile epifauna,puffball sponges,Craniella sp.
69,Sessile epifauna,NA,Craniella arb
70,Infauna,polychaete worm ,Polychaeta
70,Infauna,amphipod,Amphipoda
70,Infauna,gammarid amphipod,Gammaridae
70,Infauna,worm ,Annelida
70,Infauna,iridescent tubeworm,Eunice valens
70,Infauna,parchment tubeworms,Chaetopterus sp.
70,Infauna,yellow sponge worm,Spinther alaskensis
70,Infauna,pink sponge worm,Spinther sp. 
70,Infauna,NA,Ampharetidae
70,Infauna,NA,Oweniidae
70,Infauna,sea mouse,Aphroditidae
70,Infauna,NA,Aphrodita sp.
70,Infauna,NA,Aphrodita japonica
70,Infauna,NA,Aphrodita negligens
70,Infauna,eighteen-scaled worm,Halosydna brevisetosa
70,Infauna,porcupine worm,Euphrosine multibranchiata
70,Infauna,gravel tube worm,Nothria conchylega
70,Infauna,NA,Travisia sp.
70,Infauna,pupa utility worm,Travisia pupa
70,Infauna,red-banded commensal scale worm,Arctonoe vittata
70,Infauna,NA,Glycera sp.
70,Infauna,cat worm,Nephtyidae
70,Infauna,NA,Nereididae
70,Infauna,NA,Nereis sp.
70,Infauna,NA,Amblyosyllis sp.
70,Infauna,red and white banded sea nymph,Cheilonereis cyclurus
70,Infauna,NA,Phyllodocidae
70,Infauna,scale worm,Polynoidae
70,Infauna,NA,Eunoe sp.
70,Infauna,giant scale worm,Eunoe nodosa
70,Infauna,depressed scale worm,Eunoe depressa
70,Infauna,thorny scaleworm,Eunoe senta
70,Infauna,ciliated scale worm,Gattyana ciliata
70,Infauna,sabellid,Sabellidae
70,Infauna,slime worm,Myxicola infundibulum
70,Infauna,NA,Serpula vermicularis
70,Infauna,red trumpet calcareous tubeworm,Serpula columbiana
70,Infauna,serpulid worm,Serpula sp.
70,Infauna,NA,Pectinaria sp.
70,Infauna,tusk coneworm,Cistenides granulata
70,Infauna,NA,Terebellidae
70,Infauna,NA,Sternaspis buzhinskajae
70,Infauna,NA,Sternaspis sp.
70,Infauna,NA,Brada sachalina
70,Infauna,NA,Brada granulata
70,Infauna,NA,Stylaroides plumosa
70,Infauna,rough brada,Brada sp. 
70,Infauna,smooth brada,Brada sp. 
70,Infauna,slimy brada,Brada sp. 
70,Infauna,NA,Brada inhabilis
70,Infauna,NA,Brada villosa
70,Infauna,bristle worm,NA
70,Infauna,leech,Hirudinea
70,Infauna,NA,Notostomum sp.
70,Infauna,striped sea leech,Notostomum cyclostomum
70,Infauna,NA,Notostomobdella sp.
70,Infauna,isopod,Isopoda
70,Infauna,NA,Arcturidae
70,Infauna,spiny arcturid,Arcturus sp. 
70,Infauna,NA,Arcturus longispinis
70,Infauna,NA,Livoneca sp.
70,Infauna,NA,Idoteidae
70,Infauna,pill bug isopod,Gnorimosphaeroma sp.
70,Infauna,NA,Saduria sibirica
70,Infauna,NA,Saduria entomon
70,Infauna,gravel isopod,Synidotea sp.
70,Infauna,NA,Synidotea bicuspida
70,Infauna,sea cockroach,Rocinela angustata
70,Infauna,giant isopod,Anuropus bathypelagica
70,Infauna,cumacean,Cumacea
70,Infauna,NA,Diastylis sp.
70,Infauna,Alaskan cumacean,Diastylis alaskensis
70,Infauna,NA,Diastylis dalli
70,Infauna,bivalve,Bivalvia
70,Infauna,NA,Acharax johnsoni
70,Infauna,scallop,Pectinidae
70,Infauna,white scallop,Chlamys albida
70,Infauna,NA,Chlamys sp.
70,Infauna,Bering scallop,Chlamys behringiana
70,Infauna,reddish scallop,Chlamys rubida
70,Infauna,spiny scallop,Chlamys hastata
70,Infauna,NA,Chlamys erythocomata
70,Infauna,false Iceland scallop,Chlamys pseudoislandica
70,Infauna,weathervane scallop,Patinopecten caurinus
70,Infauna,giant rock-scallop,Crassadoma gigantea
70,Infauna,Vancouver scallop,Delectopecten vancouverensis
70,Infauna,NA,Parvamussium sp.
70,Infauna,Alaska glass-scallop,Parvamussium alaskense
70,Infauna,NA,Cyclopecten sp.
70,Infauna,salmon glass-scallop,Cyclopecten davidsoni
70,Infauna,NA,Cyclopecten uschakovi
70,Infauna,Pacific geoduck,Panopea generosa
70,Infauna,NA,Hiatella sp.
70,Infauna,Arctic Hiatella,Hiatella arctica
70,Infauna,NA,Panomya arctica
70,Infauna,NA,Panomya sp.
70,Infauna,Arctic roughmya,Panomya norvegica
70,Infauna,ample roughmya,Panomya ampla
70,Infauna,awning clam,Solemya sp.
70,Infauna,gutless awning clam,Solemya reidi
70,Infauna,NA,Nucula sp.
70,Infauna,smooth nutclam,Nucula tenuis
70,Infauna,divaricate nutclam,Acila castrensis
70,Infauna,NA,Megayoldia sp.
70,Infauna,NA,Yoldia sp.
70,Infauna,NA,Yoldia montereyensis
70,Infauna,crisscrossed Yoldia,Yoldia seminuda
70,Infauna,oval Yoldia,Yoldia myalis
70,Infauna,broad Yoldia,Megayoldia thraciaeformis
70,Infauna,northern Yoldia,Yoldia hyperborea
70,Infauna,NA,Portlandia sp.
70,Infauna,NA,Yoldiella sp.
70,Infauna,NA,Nuculana sp.
70,Infauna,northern nutclam,Nuculana pernula
70,Infauna,NA,Nuculana taphria
70,Infauna,NA,Propeleda conceptionis
70,Infauna,trenched nutclam,Nuculana fossa
70,Infauna,stout nutclam,Nuculana buccata
70,Infauna,Akutan limops,Limopsis akutanica
70,Infauna,vaginated limops,Empleconia vaginata
70,Infauna,NA,Glycymeris septentrionalis
70,Infauna,California bittersweet,Glycymeris subobsoleta
70,Infauna,NA,Samacar sp.
70,Infauna,NA,Lyonsia sp.
70,Infauna,NA,Vilasina seminuda
70,Infauna,British Columbia crenella,Solamen columbianum
70,Infauna,NA,Musculus sp.
70,Infauna,black mussel,Musculus niger
70,Infauna,discordant mussel,Musculus discors
70,Infauna,NA,Musculus olivaceus
70,Infauna,partly-sculptured Crenella,Crenella seminuda
70,Infauna,corrugate mussel,Musculus glacialis
70,Infauna,NA,Limatula attenuata
70,Infauna,NA,Limatula sp. 
70,Infauna,crenulate Astarte,Astarte crenata
70,Infauna,NA,Astarte sp.
70,Infauna,boreal Astarte,Astarte borealis
70,Infauna,polar Astarte,Astarte polaris
70,Infauna,elliptical Astarte,Astarte elliptica
70,Infauna,Rolland Tridonta,Tridonta rollandi
70,Infauna,NA,Astarte compacta
70,Infauna,NA,Astarte arctica
70,Infauna,NA,Astarte montagui
70,Infauna,NA,Astarte esquimalti
70,Infauna,NA,Cardita sp.
70,Infauna,NA,Carditidae
70,Infauna,NA,Cyclocardia ovata
70,Infauna,stout Cyclocardia,Cyclocardia ventricosa
70,Infauna,thick carditid,Cyclocardia crassidens
70,Infauna,many-rib Cyclocardia,Cyclocardia crebricostata
70,Infauna,NA,Cyclocardia sp.
70,Infauna,NA,Cyclocardia umnaka
70,Infauna,northern carditid,Cyclocardia sp. cf. borealis (Clark 2006)
70,Infauna,NA,Vesicomya pacifica
70,Infauna,NA,Lasaeidae
70,Infauna,suborbicular kellyclam,Kellia suborbicularis
70,Infauna,La Perouse kellyclam,Kellia laperousii
70,Infauna,NA,Conchocele bisecta
70,Infauna,NA,Clinocardium sp.
70,Infauna,cockle,NA
70,Infauna,Nuttall cockle,Clinocardium nuttallii
70,Infauna,hairy cockle,Ciliatoclinocardium ciliatum
70,Infauna,California cockle,Clinocardium californiense
70,Infauna,low-rib cockle,Clinocardium blandum
70,Infauna,hundred-line cockle,Nemocardium centifilosum
70,Infauna,milky venus,Compsomyax subdiaphanus
70,Infauna,Washington clam,Saxidomus nuttalli
70,Infauna,butter clam,Saxidomus gigantea
70,Infauna,Kennerleys venus,Humilaria kennerleyi
70,Infauna,Pacific littleneck,Leukoma staminea
70,Infauna,NA,Protothaca sp.
70,Infauna,wavy Liocyma,Liocyma fluctosa
70,Infauna,Pacific gaper,Tresus nuttallii
70,Infauna,fat gaper,Tresus capax
70,Infauna,NA,Mactromeris sp.
70,Infauna,Arctic surfclam,Mactromeris polynyma
70,Infauna,NA,Gari californica
70,Infauna,NA,Semele rubropicta
70,Infauna,NA,Tellina sp.
70,Infauna,carpenter tellin,Tellina carpenteri
70,Infauna,salmon tellin,Tellina nuculoides
70,Infauna,NA,Tellina modesta
