akfin_year,species_name,fmp_gear,harvest_description,conf_flag,catch_lb,catch_mt
2005,"shark, salmon",TRW,Federally managed (Groundfish) ,0,70944,32.17963085
2006,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2006,"shark, salmon",HAL,Test fishery - long term stock assessment,1,NA,NA
2006,"shark, salmon",TRW,Federally managed (Groundfish) ,0,46936,21.28979411
2007,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2007,"shark, salmon",HAL,Test fishery - long term stock assessment,1,NA,NA
2007,"shark, salmon",OTH,State managed fishery,1,NA,NA
2007,"shark, salmon",TRW,Federally managed (Groundfish) ,0,21391,9.702786472
2007,"shark, salmon",TRW,Rockfish Pilot Program,0,950,0.4309124
2008,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2008,"shark, salmon",TRW,Federally managed (Groundfish) ,0,13283,6.025062536
2008,"shark, salmon",TRW,Rockfish Pilot Program,1,NA,NA
2009,"shark, salmon",HAL,Test fishery - long term stock assessment,1,NA,NA
2009,"shark, salmon",OTH,State managed fishery,1,NA,NA
2009,"shark, salmon",TRW,Federally managed (Groundfish) ,0,11771,5.339231432
2009,"shark, salmon",TRW,Rockfish Pilot Program,1,NA,NA
2010,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2010,"shark, salmon",HAL,Test fishery - long term stock assessment,1,NA,NA
2010,"shark, salmon",TRW,Federally managed (Groundfish) ,0,20457,9.279131544
2010,"shark, salmon",TRW,Rockfish Pilot Program,0,927,0.420479784
2011,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2011,"shark, salmon",OTH,State managed fishery,1,NA,NA
2011,"shark, salmon",TRW,Federally managed (Groundfish) ,0,11646,5.282532432
2011,"shark, salmon",TRW,Rockfish Pilot Program,1,NA,NA
2012,"shark, salmon",HAL,Test fishery - long term stock assessment,1,NA,NA
2012,"shark, salmon",TRW,Federally managed (Groundfish) ,0,12758,5.786926736
2012,"shark, salmon",TRW,Rockfish Pilot Program,0,658,0.298463536
2013,"shark, salmon",HAL,Test fishery - long term stock assessment,1,NA,NA
2013,"shark, salmon",OTH,State managed fishery,1,NA,NA
2013,"shark, salmon",TRW,Exploratory (Shellfish),1,NA,NA
2013,"shark, salmon",TRW,Federally managed (Groundfish) ,0,6034,2.736974128
2014,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2014,"shark, salmon",HAL,Test fishery - long term stock assessment,1,NA,NA
2014,"shark, salmon",OTH,State managed fishery,1,NA,NA
2014,"shark, salmon",TRW,Exploratory (Shellfish),1,NA,NA
2014,"shark, salmon",TRW,Federally managed (Groundfish) ,0,11578,5.251688176
2014,"shark, salmon",TRW,Rockfish Pilot Program,1,NA,NA
2015,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2015,"shark, salmon",TRW,Federally managed (Groundfish) ,0,28988,13.1487249
2015,"shark, salmon",TRW,Rockfish Pilot Program,0,463,0.210013096
2016,"shark, salmon",HAL,Test fishery - long term stock assessment,1,NA,NA
2016,"shark, salmon",TRW,Federally managed (Groundfish) ,0,22794,10.33917605
2016,"shark, salmon",TRW,Rockfish Pilot Program,1,NA,NA
2017,"shark, salmon",TRW,Federally managed (Groundfish) ,0,14260,6.46822192
2017,"shark, salmon",TRW,Rockfish Pilot Program,1,NA,NA
2018,"shark, salmon",HAL,Test fishery - long term stock assessment,1,NA,NA
2018,"shark, salmon",TRW,Federally managed (Groundfish) ,0,13863,6.288145896
2018,"shark, salmon",TRW,Rockfish Pilot Program,1,NA,NA
2019,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2019,"shark, salmon",HAL,Test fishery - long term stock assessment,1,NA,NA
2019,"shark, salmon",TRW,Federally managed (Groundfish) ,0,37288,16.9135385
2019,"shark, salmon",TRW,Rockfish Pilot Program,0,2137,0.969326104
2020,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2020,"shark, salmon",TRW,Federally managed (Groundfish) ,0,81826,37.11561899
2020,"shark, salmon",TRW,Rockfish Pilot Program,0,5941,2.694790072
2021,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2021,"shark, salmon",TRW,Federally managed (Groundfish) ,0,93290,42.31559768
2021,"shark, salmon",TRW,Rockfish Pilot Program,0,1362,0.617792304
2022,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2022,"shark, salmon",TRW,Federally managed (Groundfish) ,0,110937,50.3201357
2022,"shark, salmon",TRW,Rockfish Pilot Program,0,231,0.104779752
2023,"shark, salmon",HAL,Federally managed (Groundfish) ,1,NA,NA
2023,"shark, salmon",TRW,Federally managed (Groundfish) ,0,46709,21.18682873
2023,"shark, salmon",TRW,Rockfish Pilot Program,0,2334,1.058683728
1992,"shark, spiny dogfish",TRW,State managed fishery,1,NA,NA
1993,"shark, spiny dogfish",TRW,State managed fishery,1,NA,NA
1994,"shark, spiny dogfish",TRW,State managed fishery,1,NA,NA
1995,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,1,NA,NA
1995,"shark, spiny dogfish",HAL,State managed fishery,1,NA,NA
1996,"shark, spiny dogfish",HAL,State managed fishery,0,1076,0.488064992
1996,"shark, spiny dogfish",TRW,State managed fishery,1,NA,NA
1997,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,1,NA,NA
1997,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,2079,0.943017768
1998,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,1,NA,NA
1999,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,10744,4.873392448
1999,"shark, spiny dogfish",HAL,State managed fishery,1,NA,NA
1999,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,1,NA,NA
1999,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,18203,8.256735176
1999,"shark, spiny dogfish",TRW,State managed fishery,1,NA,NA
2000,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,5289,2.399048088
2000,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,43267,19.62556506
2000,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2000,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,3679,1.668764968
2001,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,8481,3.846913752
2001,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,63372,28.74503222
2001,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2001,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,51509,23.36407033
2002,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,3372,1.529512224
2002,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,25957,11.77388754
2002,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2002,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,37752,17.12400518
2003,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,21049,9.547658008
2003,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,137952,62.57392358
2003,"shark, spiny dogfish",JIG,Federally managed (Groundfish) ,1,NA,NA
2003,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2003,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,130123,59.02275182
2004,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,28885,13.10200492
2004,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,74041,33.58440527
2004,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2004,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,21277,9.651076984
2005,"shark, spiny dogfish",HAL,Donated catch,1,NA,NA
2005,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,44721,20.28508783
2005,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,87191,39.54914007
2005,"shark, spiny dogfish",OTH,State managed fishery,1,NA,NA
2005,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2005,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,52325,23.7342014
2006,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,82681,37.50344015
2006,"shark, spiny dogfish",HAL,State managed groundfish,1,NA,NA
2006,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,56933,25.82435334
2006,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2006,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,192102,87.13593038
2006,"shark, spiny dogfish",TRW,Test fishery - special study,1,NA,NA
2007,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,60515,27.44911988
2007,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,82828,37.57011818
2007,"shark, spiny dogfish",JIG,Federally managed (Groundfish) ,1,NA,NA
2007,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2007,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,265172,120.2798978
2007,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,2508,1.137608736
2007,"shark, spiny dogfish",TRW,Test fishery - special study,0,11571,5.248513032
2008,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,50071,22.71180503
2008,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,1,NA,NA
2008,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2008,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,210792,95.61356486
2008,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,10646,4.828940432
2009,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,79507,36.06373914
2009,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,60645,27.50808684
2009,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,317853,144.175578
2009,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,3835,1.73952532
2010,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,178215,80.83689828
2010,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,89379,40.54159937
2010,"shark, spiny dogfish",TRW,Amendment 80,1,NA,NA
2010,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,240829,109.2381078
2010,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,3036,1.377105312
2011,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,105222,47.72785742
2011,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,1,NA,NA
2011,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2011,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,85192,38.64240966
2011,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,2312,1.048704704
2011,"shark, spiny dogfish",TRW,Test fishery - special study,1,NA,NA
2012,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,57952,26.28656358
2012,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,1,NA,NA
2012,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2012,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,52659,23.88570113
2012,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,7555,3.42688756
2013,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,52403,23.76958158
2013,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,1,NA,NA
2013,"shark, spiny dogfish",TRW,Exploratory (Shellfish),1,NA,NA
2013,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,112359,50.96514353
2013,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,162991,73.93141367
2014,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,27133,12.30731174
2014,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,39159,17.76220913
2014,"shark, spiny dogfish",TRW,Exploratory (Shellfish),1,NA,NA
2014,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,339602,154.0407504
2014,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,2699,1.224244808
2015,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,38053,17.26053638
2015,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,178770,81.08864184
2015,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,300871,136.4726786
2015,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,4673,2.119635416
2016,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,24596,11.15654883
2016,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,62543,28.36900446
2016,"shark, spiny dogfish",HAL,Test fishery - special study,1,NA,NA
2016,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2016,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,180119,81.70053745
2016,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,5327,2.416284584
2017,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,54327,24.64229258
2017,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,108460,49.19658832
2017,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2017,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,705912,320.1960359
2017,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,47966,21.75699387
2018,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,34056,15.44752915
2018,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,83009,37.65221833
2018,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2018,"shark, spiny dogfish",TRW,Exploratory (Shellfish),1,NA,NA
2018,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,384830,174.5558094
2018,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,39860,18.08017712
2019,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,22423,10.17089342
2019,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,128395,58.23894484
2019,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2019,"shark, spiny dogfish",TRW,Exploratory (Shellfish),1,NA,NA
2019,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,556073,252.2302642
2019,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,111650,50.6435468
2020,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,21131,9.584852552
2020,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,40160,18.21625472
2020,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2020,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,113296,51.39015923
2020,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,27727,12.57674538
2021,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,126521,57.38891343
2021,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,120219,54.53037665
2021,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,0,1064,0.482621888
2021,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,38147,17.30317402
2021,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,26549,12.04241401
2022,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,17794,8.071216048
2022,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,1,NA,NA
2022,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,0,1125,0.510291
2022,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,29726,13.48347579
2022,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,39833,18.06793014
2023,"shark, spiny dogfish",HAL,Federally managed (Groundfish) ,0,34961,15.85802991
2023,"shark, spiny dogfish",HAL,Test fishery - long term stock assessment,0,16582,7.521462544
2023,"shark, spiny dogfish",POT,Federally managed (Groundfish) ,1,NA,NA
2023,"shark, spiny dogfish",TRW,Exploratory (Shellfish),1,NA,NA
2023,"shark, spiny dogfish",TRW,Federally managed (Groundfish) ,0,31986,14.50859371
2023,"shark, spiny dogfish",TRW,Rockfish Pilot Program,0,11970,5.42949624
1991,"shrimp, coonstriped",POT,State managed fishery,1,NA,NA
1992,"shrimp, coonstriped",POT,State managed fishery,1,NA,NA
1993,"shrimp, coonstriped",POT,State managed fishery,1,NA,NA
1994,"shrimp, coonstriped",POT,State managed fishery,1,NA,NA
1996,"shrimp, coonstriped",POT,State managed fishery,1,NA,NA
1996,"shrimp, coonstriped",TRW,State managed fishery,1,NA,NA
1997,"shrimp, coonstriped",POT,State managed fishery,1,NA,NA
1998,"shrimp, coonstriped",POT,State managed fishery,1,NA,NA
2001,"shrimp, coonstriped",POT,State managed fishery,1,NA,NA
2001,"shrimp, coonstriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2003,"shrimp, coonstriped",POT,State managed fishery,1,NA,NA
2010,"shrimp, coonstriped",TRW,Federally managed (Groundfish) ,1,NA,NA
1991,"shrimp, general",POT,State managed fishery,1,NA,NA
1991,"shrimp, general",TRW,State managed fishery,1,NA,NA
1992,"shrimp, general",TRW,State managed fishery,1,NA,NA
1993,"shrimp, general",TRW,State managed fishery,1,NA,NA
1994,"shrimp, general",TRW,State managed fishery,1,NA,NA
1995,"shrimp, general",TRW,State managed fishery,1,NA,NA
1996,"shrimp, general",TRW,State managed fishery,1,NA,NA
2002,"shrimp, general",TRW,Federally managed (Groundfish) ,1,NA,NA
1991,"shrimp, humpy",TRW,State managed fishery,1,NA,NA
2006,"shrimp, humpy",TRW,Federally managed (Groundfish) ,1,NA,NA
2010,"shrimp, humpy",TRW,Federally managed (Groundfish) ,1,NA,NA
2019,"shrimp, humpy",POT,Federally managed (Groundfish) ,1,NA,NA
1991,"shrimp, northern (pink)",POT,State managed fishery,1,NA,NA
1991,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
1992,"shrimp, northern (pink)",POT,State managed fishery,1,NA,NA
1992,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
1993,"shrimp, northern (pink)",POT,State managed fishery,1,NA,NA
1993,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
1994,"shrimp, northern (pink)",POT,State managed fishery,1,NA,NA
1995,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
1996,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
1997,"shrimp, northern (pink)",POT,State managed fishery,1,NA,NA
1997,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
1998,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
1998,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
1999,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
1999,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2000,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
2000,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2001,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2002,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2003,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2004,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
2004,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2005,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2007,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,0,7876,3.572490592
2009,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
2010,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
2012,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
2013,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2014,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
2014,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2015,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
2015,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2016,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2017,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
2018,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
2018,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
2019,"shrimp, northern (pink)",TRW,Federally managed (Groundfish) ,1,NA,NA
2019,"shrimp, northern (pink)",TRW,Rockfish Pilot Program,1,NA,NA
2019,"shrimp, northern (pink)",TRW,State managed fishery,1,NA,NA
1991,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
1992,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
1993,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
1994,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
1995,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
1996,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
1997,"shrimp, sidestriped",POT,State managed fishery,1,NA,NA
1998,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
1999,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2000,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2001,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2001,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2002,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2002,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2003,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2003,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2004,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2004,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2005,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2005,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2006,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2007,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2008,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2009,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2011,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2013,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2014,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2014,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2015,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2015,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2016,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2017,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2018,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2018,"shrimp, sidestriped",TRW,Rockfish Pilot Program,1,NA,NA
2018,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2019,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2019,"shrimp, sidestriped",TRW,State managed fishery,1,NA,NA
2020,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
2023,"shrimp, sidestriped",TRW,Federally managed (Groundfish) ,1,NA,NA
1991,"shrimp, spot",POT,State managed fishery,1,NA,NA
1992,"shrimp, spot",POT,State managed fishery,1,NA,NA
1993,"shrimp, spot",POT,State managed fishery,1,NA,NA
1994,"shrimp, spot",POT,State managed fishery,1,NA,NA
1996,"shrimp, spot",POT,State managed fishery,1,NA,NA
1996,"shrimp, spot",TRW,State managed fishery,1,NA,NA
1997,"shrimp, spot",POT,State managed fishery,1,NA,NA
2000,"shrimp, spot",TRW,Federally managed (Groundfish) ,1,NA,NA
2002,"shrimp, spot",TRW,Federally managed (Groundfish) ,1,NA,NA
2003,"shrimp, spot",POT,State managed fishery,1,NA,NA
2003,"shrimp, spot",TRW,Federally managed (Groundfish) ,1,NA,NA
2004,"shrimp, spot",TRW,Federally managed (Groundfish) ,1,NA,NA
2008,"shrimp, spot",POT,State managed fishery,1,NA,NA
2008,"shrimp, spot",TRW,Federally managed (Groundfish) ,1,NA,NA
2009,"shrimp, spot",POT,State managed fishery,1,NA,NA
2010,"shrimp, spot",POT,State managed fishery,1,NA,NA
2013,"shrimp, spot",TRW,Federally managed (Groundfish) ,1,NA,NA
2013,"shrimp, spot",TRW,Rockfish Pilot Program,1,NA,NA
2014,"shrimp, spot",POT,State managed fishery,1,NA,NA
2014,"shrimp, spot",TRW,Federally managed (Groundfish) ,1,NA,NA
2014,"shrimp, spot",TRW,Rockfish Pilot Program,1,NA,NA
2010,"skate, Alaskan",HAL,Federally managed (Groundfish) ,1,NA,NA
2010,"skate, Alaskan",HAL,Test fishery - long term stock assessment,0,5479,2.485230568
2010,"skate, Alaskan",TRW,Federally managed (Groundfish) ,1,NA,NA
2011,"skate, Alaskan",HAL,Federally managed (Groundfish) ,1,NA,NA
2011,"skate, Alaskan",HAL,Test fishery - long term stock assessment,1,NA,NA
2011,"skate, Alaskan",TRW,Federally managed (Groundfish) ,0,7399,3.356127208
2011,"skate, Alaskan",TRW,Rockfish Pilot Program,1,NA,NA
2012,"skate, Alaskan",HAL,Test fishery - long term stock assessment,1,NA,NA
2012,"skate, Alaskan",TRW,Federally managed (Groundfish) ,0,17183,7.794071336
2012,"skate, Alaskan",TRW,Rockfish Pilot Program,0,3154,1.430629168
2013,"skate, Alaskan",HAL,Federally managed (Groundfish) ,1,NA,NA
2013,"skate, Alaskan",HAL,Test fishery - long term stock assessment,1,NA,NA
2013,"skate, Alaskan",TRW,Federally managed (Groundfish) ,1,NA,NA
2013,"skate, Alaskan",TRW,Rockfish Pilot Program,1,NA,NA
2014,"skate, Alaskan",HAL,Federally managed (Groundfish) ,1,NA,NA
2014,"skate, Alaskan",HAL,Test fishery - long term stock assessment,1,NA,NA
2014,"skate, Alaskan",TRW,Federally managed (Groundfish) ,0,33925,15.3881086
2014,"skate, Alaskan",TRW,Rockfish Pilot Program,1,NA,NA
2015,"skate, Alaskan",HAL,Federally managed (Groundfish) ,1,NA,NA
2015,"skate, Alaskan",HAL,Forfeited catch - overage,1,NA,NA
2015,"skate, Alaskan",HAL,Test fishery - long term stock assessment,0,6613,2.999603896
2015,"skate, Alaskan",TRW,Federally managed (Groundfish) ,0,3405,1.54448076
2015,"skate, Alaskan",TRW,Rockfish Pilot Program,1,NA,NA
2016,"skate, Alaskan",HAL,Federally managed (Groundfish) ,1,NA,NA
2016,"skate, Alaskan",HAL,Forfeited catch - overage,1,NA,NA
2016,"skate, Alaskan",HAL,Test fishery - long term stock assessment,0,1136,0.515280512
2016,"skate, Alaskan",TRW,Federally managed (Groundfish) ,0,3114,1.412485488
2016,"skate, Alaskan",TRW,Rockfish Pilot Program,1,NA,NA
2017,"skate, Alaskan",HAL,Federally managed (Groundfish) ,1,NA,NA
2017,"skate, Alaskan",HAL,Test fishery - long term stock assessment,1,NA,NA
2017,"skate, Alaskan",TRW,Federally managed (Groundfish) ,0,17328,7.859842176
2017,"skate, Alaskan",TRW,Rockfish Pilot Program,0,3585,1.62612732
2018,"skate, Alaskan",HAL,Federally managed (Groundfish) ,1,NA,NA
2018,"skate, Alaskan",HAL,Test fishery - long term stock assessment,0,3488,1.582128896
2018,"skate, Alaskan",TRW,Exploratory (Shellfish),1,NA,NA
